4.101585940848692000e+02 1.094858611825192200e+02
3.323874839262751400e+02 5.126735218508996000e+02
GROUND
5.181740248606944022e+01 2.648190626853864842e+02
5.081440205743678007e+01 2.632262210796914701e+02
4.977282468924131820e+01 2.615571061329414988e+02
4.873124732104586343e+01 2.598744314811152094e+02
4.777111015859408383e+01 2.582604970008568444e+02
4.662237462494641704e+01 2.563367609254498234e+02
4.562966138019717022e+01 2.545809768637531079e+02
4.468066866695242112e+01 2.529209511568122934e+02
4.365452207458208989e+01 2.510719794344472007e+02
4.240462923274753848e+01 2.488354755784060899e+02
4.155593656236605682e+01 2.472670308483290000e+02
4.066866695242177343e+01 2.456195372750642036e+02
3.984312044577796286e+01 2.440616966580976168e+02
3.892168268936378439e+01 2.422383400661035466e+02
3.815345049292756130e+01 2.406915167095115180e+02
3.727818259751393271e+01 2.388646101113967006e+02
3.639948564080583537e+01 2.370372750642673054e+02
3.569224174882126022e+01 2.354455869751498653e+02
3.498683485395872594e+01 2.338597135512301861e+02
3.418774110587227000e+01 2.320067480719793593e+02
3.349335619374196682e+01 2.303920308483290000e+02
3.279346029024554809e+01 2.286540580242378837e+02
3.216245177882554884e+01 2.270854755784060899e+02
3.152593227603943404e+01 2.254691516709511347e+02
3.082052538117689977e+01 2.236191700330517165e+02
3.002694262445655227e+01 2.214818215203818568e+02
2.937664564325515926e+01 2.197245684906353063e+02
2.874839262751821423e+01 2.178791773778920060e+02
2.809258465495070567e+01 2.159559768637531647e+02
2.755250750107158098e+01 2.143123393316195120e+02
2.705100728675525090e+01 2.127195801199657126e+02
2.661808829832833823e+01 2.112639245929734102e+02
2.598628375482211794e+01 2.091362467866323414e+02
2.550792970424346606e+01 2.073136246786631887e+02
2.523789112730390372e+01 2.064074550128534042e+02
2.472353193313330166e+01 2.044104541559553354e+02
2.428048162724545023e+01 2.027389577003972363e+02
2.376645643255159257e+01 2.004994491369811840e+02
2.333476210887269531e+01 1.984511568123392635e+02
2.288469781397342473e+01 1.963624678663238683e+02
2.267895413630518675e+01 1.948878242580041729e+02
2.231033004714959134e+01 1.929930224017626301e+02
2.200293919539525689e+01 1.908520014689680124e+02
2.180454350621517534e+01 1.890655986044802717e+02
2.169432367889289992e+01 1.873558575100990993e+02
2.143981607762147945e+01 1.849856274830568168e+02
2.130304329189884527e+01 1.830976863753213024e+02
2.124242238687159556e+01 1.817829599706205954e+02
2.114873553364766678e+01 1.784527634961438594e+02
2.118731247321046141e+01 1.762082262210796557e+02
2.117959708529789964e+01 1.738157741245598231e+02
2.122160308615516300e+01 1.712982005141387845e+02
2.143238950102115581e+01 1.687924542567669164e+02
2.174667809687097986e+01 1.661600257069408144e+02
2.195885126446635383e+01 1.644592973436160719e+02
2.207458208315473769e+01 1.629383033419022695e+02
2.230175739391341949e+01 1.614832904884318623e+02
2.239284183454779509e+01 1.600282317297098302e+02
2.253750535790827314e+01 1.584238431876606228e+02
2.281455792385924752e+01 1.568029913531198645e+02
2.311615945135019246e+01 1.548782638254477320e+02
2.327046720960137094e+01 1.533290488431875929e+02
2.361415267116081651e+01 1.513182110306145773e+02
2.394170595799399592e+01 1.495867609254498234e+02
2.426575225032147642e+01 1.479305912596400390e+02
2.472867552507501188e+01 1.459910025706940360e+02
2.508358336905272523e+01 1.440552699228791198e+02
2.571133538557456433e+01 1.421325075952324823e+02
2.625141253945368902e+01 1.403271792474876634e+02
2.685812258894127780e+01 1.387284245317663931e+02
2.749464209172739260e+01 1.368123393316194552e+02
2.819923854668314078e+01 1.347089066989262847e+02
2.888726960994427628e+01 1.327403598971721976e+02
2.951085449181815790e+01 1.311318614849537880e+02
3.030199119354713133e+01 1.294914115447534755e+02
3.099871410201457422e+01 1.276505730505570000e+02
3.181377559431567192e+01 1.259765062898343331e+02
3.284680668666952386e+01 1.240785861182519056e+02
3.372173167595370558e+01 1.222691333088504848e+02
3.455621739066172182e+01 1.207127914192004141e+02
3.544880795778707494e+01 1.189599547912418416e+02
3.642234604943563880e+01 1.173601914604484477e+02
3.734988115185286262e+01 1.157220428165742305e+02
3.854693527646806928e+01 1.140885720962841106e+02
3.954993570510072942e+01 1.125181117083430422e+02
4.055293613373338957e+01 1.109719201107375284e+02
4.159451350192885144e+01 1.094087403598971378e+02
4.267466780968710083e+01 1.077699228791773294e+02
4.379339905700814484e+01 1.061696658097685599e+02
4.468066866695242112e+01 1.050128534704369940e+02
4.552936133733390278e+01 1.037403598971721976e+02
4.653236176596657003e+01 1.024871465295629491e+02
4.785683669095585202e+01 1.007840616966580569e+02
4.938705529361337199e+01 9.897814910025704194e+01
5.121303043291898405e+01 9.688946015424158986e+01
5.316330904414916603e+01 9.489374464438719770e+01
5.483094223544539858e+01 9.306247434706517652e+01
5.624989284183455140e+01 9.158851450605942546e+01
5.783540505786540820e+01 9.005880244128485401e+01
5.937848264037720014e+01 8.846558072559287211e+01
6.092156022288898498e+01 8.694369830194273163e+01
6.250707243891984177e+01 8.554085567388904110e+01
6.404243463351906485e+01 8.412639245929722165e+01
6.558936990998714123e+01 8.282064818215206969e+01
6.717102443206171358e+01 8.148016018746830014e+01
6.879125589369908766e+01 8.019096584649275883e+01
7.041148735533647596e+01 7.891847227322796243e+01
7.203171881697385004e+01 7.766838046272494012e+01
7.365195027861122412e+01 7.650238707308108133e+01
7.527218174024859820e+01 7.535989717223640127e+01
7.689241320188597228e+01 7.408813808299657921e+01
7.851264466352334637e+01 7.315975027543140641e+01
8.013287612516073466e+01 7.214102093279461769e+01
8.175310758679810874e+01 7.111090708777078362e+01
8.337333904843548282e+01 7.009915534337130794e+01
8.499357051007285691e+01 6.912780022034519334e+01
8.661380197171023099e+01 6.801499134358118681e+01
8.786369481354478239e+01 6.697866323907453534e+01
8.902727175310758412e+01 6.676225096401014980e+01
9.045045396095545698e+01 6.610715120355212093e+01
9.209172738962708138e+01 6.519096584649275883e+01
9.371195885126445546e+01 6.438303341902314969e+01
9.533219031290182954e+01 6.360080793242741493e+01
9.695242177453921784e+01 6.285163422695552526e+01
9.857265323617659192e+01 6.211531399192062963e+01
1.001928846978139660e+02 6.139919206757247139e+01
1.018131161594513401e+02 6.069225119353654918e+01
1.034333476210887142e+02 6.002387073081149538e+01
1.050535790827261025e+02 5.936283510833629862e+01
1.066738105443634765e+02 5.871648916636058857e+01
1.082940420060008506e+02 5.809585016525886658e+01
1.099142734676382247e+02 5.747521116415714459e+01
1.115345049292755988e+02 5.688395152405428234e+01
1.131547363909129729e+02 5.630921777451339949e+01
1.147749678525503612e+02 5.574917370547177597e+01
1.163951993141877352e+02 5.519096584649287252e+01
1.180154307758251093e+02 5.467866323907446713e+01
1.196356622374624834e+02 5.419573999265514885e+01
1.212558936990998575e+02 5.373117884686007528e+01
1.228761251607372458e+02 5.331619537275059884e+01
1.244963566223746199e+02 5.289570326845387171e+01
1.261165880840119939e+02 5.249357326478138930e+01
1.277368195456493680e+02 5.212265883217037299e+01
1.293570510072867705e+02 5.174256334924712064e+01
1.309772824689241304e+02 5.140102827763485038e+01
1.325975139305615187e+02 5.102460521483646971e+01
1.342177453921988786e+02 5.069041498347405650e+01
1.358379768538362669e+02 5.035071612192427892e+01
1.374582083154736551e+02 5.001836210062424470e+01
1.390784397771110150e+02 4.972089607051043458e+01
1.406986712387484033e+02 4.941608520014688111e+01
1.423189027003857632e+02 4.916819684171866811e+01
1.439121303043291960e+02 4.893444730077123950e+01
1.455593656236605398e+02 4.869078222548648682e+01
1.471795970852978996e+02 4.846125596768263222e+01
1.487998285469352879e+02 4.823907455012840728e+01
1.504200600085726478e+02 4.805361733382289913e+01
